alt_allele	end_gene	end	start_gene	Segment_Mean	genes	Sample	start	chr	build	Num_Probes	start_exon	end_exon	ref_allele	Segment_Call
	KIRREL3	126543000		-0.506405	DCPS,FAM118B,FOXRED1,KIRREL3,RN7SL351P,RNU4-86P,RP11-50B3.4,RP11-712L6.5,RP11-712L6.7,RP11-712L6.8,RPL35AP26,RPUSD4,SRPRA,ST3GAL4,ST3GAL4-AS1,TIRAP		126188001	chr11		332		2+		-
	KIRREL3	126564000	KIRREL3	-0.614191	AP000741.1,KIRREL3		126543001	chr11		21	1-	1+		-
	KIRREL3	126637000	KIRREL3	-0.712406	AP000741.1,KIRREL3		126564001	chr11		70	0-	1+		-
	RP11-168K9.1	127028000	KIRREL3	-0.672207	KIRREL3,KIRREL3-AS2,KIRREL3-AS3,MIR3167,RP11-115C10.1,RP11-168K9.1,RP11-688I9.2,RP11-688I9.4,RP11-688I9.5		126637001	chr11		382	0-	0-		-
	RP11-168K9.1	127042000	RP11-168K9.1	-0.668077	RP11-168K9.1		127028001	chr11		14	1+	1-		-
		127123000	RP11-168K9.1	-0.622169	RP11-168K9.1		127042001	chr11		78	2+			-
	RP11-168K9.1	127160000		-0.724162	RP11-168K9.1		127123001	chr11		37		1-		-
	CTD-2234N14.1	127190000	RP11-168K9.1	-0.620866	CTD-2234N14.1,RP11-168K9.1		127160001	chr11		30	2+	0-		-
		127417000	CTD-2234N14.1	-0.585229	CTD-2234N14.1,RN7SKP121,RN7SKP279,RP11-480C22.1		127190001	chr11		212	1+			-
		128374000		-0.594777	RP11-676M6.1,RP11-702B10.1,RP11-702B10.2,RP11-822P1.1		127418001	chr11		915				-
		128391000		-0.536196			128374001	chr11		17				-
	ETS1	128569000		-0.639495	ETS1,MIR6090,RP11-1007G5.2		128391001	chr11		169		2+		-
		129573000	ETS1	-0.565921	ARHGAP32,BARX2,C11orf45,ETS1,FLI1,KCNJ1,KCNJ5,RF00019,RNU6-874P,RNU6-876P,RP11-1133J7.1,RP11-237N19.1,RP11-740D6.3,RP11-744N12.2,RP11-744N12.3,TP53AIP1		128569001	chr11		954	1-			-
		129628000		-0.616246	LINC01395,RP11-237N19.3		129574001	chr11		54				-
	PRDM10	129905000		-0.568157	NFRKB,PRDM10,RP11-507F16.1,TMEM45B		129628001	chr11		272		20+		-
		131120000	PRDM10	-0.553096	ADAMTS15,ADAMTS8,APLP2,BAK1P2,C11orf44,DDX18P5,MIR8052,NCRNA00167,PRDM10,RF00015,RN7SL167P,RN7SL778P,RP11-121M22.1,RP11-535N6.2,RP11-567M21.2,RP11-567M21.3,RP11-567O18.1,RP11-679I18.4,RP11-890B15.1,RP11-890B15.2,RP11-890B15.3,RPL34P21,SNX19,ST14,ZBTB44		129905001	chr11		1150	19-			-
		131143000		-0.587411			131120001	chr11		23				-
	NTM	131377000		-0.640541	AP002856.4,AP002856.5,AP002856.6,AP002856.7,NTM		131143001	chr11		224		0-		-
	NTM	131454000	NTM	-0.624393	NTM,RNU6ATAC12P		131377001	chr11		76	1+	0-		-
	NTM	131502000	NTM	-0.734369	NTM		131454001	chr11		47	1+	0-		-
	NTM	131579000	NTM	-0.669785	AP003025.2,NTM,RP11-217L21.1		131502001	chr11		73	1+	0-		-
	NTM	131769000	NTM	-0.629537	AP003039.3,NTM		131579001	chr11		185	1+	0-		-
	NTM	131809000	NTM	-0.732900	NTM,RP11-651K21.1		131769001	chr11		38	1+	0-		-
	NTM	131860000	NTM	-0.554233	NTM		131809001	chr11		49	1+	0-		-
	NTM	131923000	NTM	-0.565479	AP004372.1,NTM		131860001	chr11		61	1+	0-		-
	NTM	132055000	NTM	-0.548272	NTM,RP11-697E14.2		131923001	chr11		129	1+	0-		-
	NTM	132168000	NTM	-0.599392	NTM		132055001	chr11		108	1+	1-		-
	NTM	132189000	NTM	-0.649220	NTM		132168001	chr11		20	2+	1-		-
	NTM	132207000	NTM	-0.532387	NTM		132189001	chr11		17	2+	1-		-
	OPCML	132962000	NTM	-0.641792	AP004248.4,NTM,OPCML,RF00026,RP11-419F8.1,RP11-654C20.1,RP11-684N3.1		132207001	chr11		730	2+	1+		-
	OPCML	133014000	OPCML	-0.633669	OPCML		132962001	chr11		51	0-	1+		-
		134067000	OPCML	-0.650914	AP004782.1,IGSF9B,MIR4697,OPCML,RP11-259P6.2,RP11-259P6.3,RP11-448P19.1,RP11-713P17.3,RP11-713P17.4,RP11-713P17.5,RP11-861E23.1,RP11-861E23.2,SPATA19		133014001	chr11		1010	0-			-
	GLB1L3	134295000		-0.536742	ACAD8,GLB1L3,JAM3,NCAPD3,PTP4A2P2,RP11-700F16.2,RP11-700F16.3,THYN1,VPS26B		134067001	chr11		214		8-		-
	GLB1L2	134361000	GLB1L3	-0.574099	AP000859.4,GLB1L2,GLB1L3		134295001	chr11		65	9+	6-		-
	RP11-627G23.1	134485000	GLB1L2	-0.704267	B3GAT1,GLB1L2,RP11-627G23.1		134361001	chr11		117	7+	3-		-
		134530000	RP11-627G23.1	-0.649624	RP11-627G23.1		134485001	chr11		41	4+			-
		135076000		-0.660433	AP004550.1,AP005135.2,RP11-469N6.1,RP11-469N6.2,RP11-469N6.3,RP11-555G19.1,RP11-555G19.2		134532001	chr11		358				-
	RP5-1096D14.7	2020000		0.214538	ADIPOR2,B4GALNT3,CACNA2D4,CCDC77,DCP1B,ERC1,FBXL14,HTR1DP1,IQSEC3,KDM5A,LRTM2,MIR3649,NINJ2,RAD52,RNU4ATAC16P,RNU7-103P,RP11-218M22.1,RP11-218M22.2,RP11-21K20.1,RP11-283I3.1,RP11-283I3.2,RP11-283I3.4,RP11-283I3.6,RP11-288K12.1,RP11-359B12.2,RP11-598F7.3,RP11-598F7.4,RP11-598F7.5,RP11-598F7.6,RP3-340I3.1,RP5-1096D14.2,RP5-1096D14.3,RP5-1096D14.6,RP5-1096D14.7,RP5-1154L15.1,RP5-1154L15.2,RP5-951N9.1,RP5-951N9.2,SLC6A12,SLC6A13,WNK1,WNT5B		39001	chr12		1719		1-		+
	RP4-816N1.6	2808000	RP5-1096D14.7	0.004063	AC007618.3,CACNA1C,FKBP4,RP1-53O8.1,RP1-53O8.2,RP11-407G6.1,RP11-885B4.1,RP11-885B4.2,RP11-885B4.3,RP11-885B4.4,RP11-986G18.1,RP11-986G18.2,RP11-986G18.3,RP4-816N1.1,RP4-816N1.3,RP4-816N1.6,RP4-816N1.7,RP5-1096D14.5,RP5-1096D14.7,RP5-977L1.1		2020001	chr12		756	1+	1+		0
	TSPAN9	3240000	RP4-816N1.6	0.235893	FOXM1,ITFG2,NRIP2,RF00017,RHNO1,RNU6-1315P,RP11-253E3.1,RP11-253E3.3,RP11-372B4.3,RP11-543P15.1,RP11-543P15.2,RP11-543P15.3,RP4-816N1.6,RP4-816N1.8,TEAD4,TSPAN9,TULP3		2808001	chr12		389	0-	2-		+
	VWF	6032000	TSPAN9	0.064980	AKAP3,ANO2,C12orf4,CCND2,CCND2-AS1,DYRK4,EFCAB4B,FGF23,FGF6,GALNT8,HIN1L,KCNA1,KCNA5,KCNA6,NDUFA9,NTF3,PARP11,PRMT8,RAD51AP1,RNU6-174P,RP11-1038A11.1,RP11-1038A11.2,RP11-1038A11.3,RP11-234B24.2,RP11-234B24.4,RP11-234B24.5,RP11-234B24.6,RP11-264F23.1,RP11-319E16.1,RP11-319E16.2,RP11-320N7.1,RP11-320N7.2,RP11-320N7.3,RP11-429A20.2,RP11-429A20.3,RP11-476M19.1,RP11-476M19.2,RP11-476M19.3,RP11-500M8.4,RP11-500M8.6,RP11-500M8.7,RP11-592H6.3,RP11-664D1.1,RP3-377H17.2,RP3-377H17.3,RP3-488M23.3,RP5-1063M23.2,RP5-1063M23.3,RP5-1180D12.1,TIGAR,TSPAN9,VWF		3240001	chr12		2648	3+	20+		0
	RP11-266K4.16	8162000	VWF	0.221588	ABC12-49244600F4.3,ABC12-49244600F4.4,ACRBP,ACSM4,APOBEC1,ATN1,C12orf57,C1R,C1RL,C1S,C3AR1,CD163,CD163L1,CD27,CD27-AS1,CD4,CD9,CDCA3,CHD4,CLEC4A,CLEC4C,CLSTN3,COPS7A,DPPA3,DSTNP2,EMG1,ENO2,FOXJ2,GAPDH,GDF3,GNB3,GPR162,IFFO1,ING4,LAG3,LPAR5,LPCAT3,LRRC23,LTBR,MIR141,MIR200C,MLF2,MRPL51,NANOG,NANOGNB,NANOGP1,NCAPD2,NECAP1,NOP2,P3H3,PEX5,PHB2,PIANP,PLEKHG6,POU5F1P3,PTMS,PTPN6,RBP5,RF00017,RF00019,RN7SL380P,RN7SL391P,RN7SL69P,RNU6-485P,RNU6-781P,RNU7-1,RP1-102E24.1,RP1-102E24.10,RP1-102E24.6,RP1-102E24.8,RP1-102E24.9,RP1-96H9.5,RP11-157G21.1,RP11-157G21.2,RP11-185H22.1,RP11-266K4.15,RP11-266K4.16,RP11-266K4.3,RP11-273B20.1,RP11-273B20.3,RP11-277E18.2,RP11-277J24.1,RP11-444J21.1,RP11-444J21.2,RP11-444J21.4,RP11-444J21.5,RP11-444J21.6,RP11-444J21.7,RP11-69M1.1,RP11-69M1.3,RP11-69M1.4,RP11-69M1.6,RP11-69M1.8,RP11-815D16.1,RP3-454B23.1,RP3-461F17.1,RP3-461F17.2,RP3-461F17.3,RP4-761J14.10,RP4-761J14.8,RP4-761J14.9,RP5-940J5.10,RP5-940J5.3,RP5-940J5.6,RP5-940J5.8,RP5-940J5.9,SCARNA10,SCARNA11,SCARNA12,SCNN1A,SLC2A14,SLC2A3,SPSB2,TAPBPL,TNFRSF1A,TPI1,U47924.27,U47924.29,U47924.31,U47924.32,U47924.6,USP5,VAMP1,VWF,ZNF384		6032001	chr12		1903	19-	1-		+
		8449000	RP11-266K4.16	-0.340947	FAM66C,FAM90A1,OR7E140P,OR7E148P,OR7E149P,RP11-113C12.1,RP11-113C12.4,RP11-113C12.8,RP11-266K4.1,RP11-266K4.11,RP11-266K4.12,RP11-266K4.13,RP11-266K4.14,RP11-266K4.16,RP11-266K4.8,RP11-266K4.9,RP11-90D4.2,RP11-90D4.3,RP11-90D4.4,RP11-90D4.5,RP11-90D4.6,ZNF705A		8162001	chr12		201	2+			-
		19027000		0.165040	A2M,A2ML1,AC006518.7,AC091814.2,AC091814.3,AICDA,APOLD1,ARHGDIB,ART4,ATF7IP,BCL2L14,BORCS5,C12orf36,C12orf60,CAPZA3,CD69,CDKN1B,CLEC12A,CLEC12B,CLEC1A,CLEC1B,CLEC2A,CLEC2B,CLEC2D,CLEC4D,CLEC4E,CLEC6A,CLEC7A,CLEC9A,CLECL1,CREBL2,CTD-2318O12.1,DDX47,DERA,DUSP16,EIF2S3L,EMP1,EPS8,ERP27,ETV6,FAM234B,GABARAPL1,GPR19,GPRC5A,GPRC5D,GRIN2B,GSG1,GUCY2C,H2AFJ,HEBP1,HIST4H4,KLRB1,KLRC1,KLRC2,KLRC3,KLRC4,KLRC4-KLRK1,KLRD1,KLRF1,KLRF2,KLRG1,KLRK1,LINC00612,LMO3,LRP6,M6PR,MAGOHB,MANSC1,MFAP5,MGP,MGST1,MIR1244-3,MIR1244-4,MIR3974,MIR613,MIR614,OLR1,OVOS,PDE6H,PHC1,PIK3C2G,PLBD1,PLCZ1,PRB1,PRB2,PRB3,PRB4,PRH1,PRH1-PRR4,PRH2,PRR4,PTPRO,PZP,RERG,RERGL,RF00019,RF00072,RF00564,RF00604,RIMKLB,RN7SKP134,RN7SKP161,RN7SKP162,RNA5SP353,RNU6-251P,RNU6-275P,RNU6-318P,RNU6-491P,RNU6-545P,RNU6-590P,RNU6-700P,RNU6-837P,RNU7-60P,RP11-1018J11.1,RP11-1018J11.2,RP11-1018J8.2,RP11-1018J8.3,RP11-113C12.2,RP11-118B22.1,RP11-118B22.2,RP11-118B22.3,RP11-118B22.4,RP11-118B22.6,RP11-127B1.1,RP11-133L14.2,RP11-133L14.4,RP11-133L14.5,RP11-134N1.1,RP11-134N1.2,RP11-134N1.3,RP11-144O23.22,RP11-144O23.8,RP11-158N24.1,RP11-174G6.1,RP11-174G6.5,RP11-180M15.3,RP11-180M15.4,RP11-180M15.5,RP11-180M15.6,RP11-180M15.7,RP11-20D14.1,RP11-20D14.3,RP11-20D14.4,RP11-20D14.6,RP11-20D14.7,RP11-20D14.8,RP11-22B23.1,RP11-22B23.2,RP11-22B23.3,RP11-233G1.4,RP11-239A17.1,RP11-253I19.3,RP11-253I19.4,RP11-259O18.4,RP11-259O18.5,RP11-267J23.1,RP11-267J23.4,RP11-277P12.10,RP11-277P12.20,RP11-277P12.6,RP11-277P12.9,RP11-290C10.1,RP11-291B21.2,RP11-298E10.1,RP11-361I14.1,RP11-361I14.2,RP11-365O10.1,RP11-377D9.1,RP11-377D9.3,RP11-392P7.1,RP11-392P7.2,RP11-392P7.3,RP11-392P7.6,RP11-392P7.7,RP11-407P10.1,RP11-424M22.1,RP11-424M22.3,RP11-434C1.1,RP11-434C1.2,RP11-434C1.3,RP11-434C1.4,RP11-434C1.5,RP11-434C1.6,RP11-436I9.2,RP11-436I9.3,RP11-436I9.4,RP11-436I9.5,RP11-436I9.6,RP11-438L7.1,RP11-438L7.3,RP11-459D22.1,RP11-459D22.2,RP11-473N11.2,RP11-4N23.1,RP11-4N23.4,RP11-502N13.2,RP11-508P1.2,RP11-515B12.1,RP11-525E9.1,RP11-561P12.2,RP11-561P12.5,RP11-599J14.2,RP11-59H1.1,RP11-59H1.4,RP11-606D9.1,RP11-656E20.5,RP11-673D15.7,RP11-674J14.3,RP11-695J4.2,RP11-69C13.1,RP11-6B19.1,RP11-6B19.3,RP11-6K23.1,RP11-705C15.1,RP11-705C15.2,RP11-705C15.3,RP11-705C15.4,RP11-705C15.5,RP11-705C15.6,RP11-711K1.7,RP11-711K1.8,RP11-726G1.2,RP11-72J9.1,RP11-74N9.1,RP11-757G14.1,RP11-757G14.3,RP11-757G14.4,RP11-75L1.1,RP11-75L1.2,RP11-75L1.6,RP11-785H5.2,RP11-871F6.1,RP11-871F6.2,RP11-871F6.3,RP11-904M10.1,RP13-735L24.1,RP13-81N3.1,RP13-81N3.2,SLC15A5,SMCO3,SMIM10L1,STRAP,STYK1,TAS2R10,TAS2R12,TAS2R13,TAS2R14,TAS2R15,TAS2R18,TAS2R19,TAS2R20,TAS2R30,TAS2R31,TAS2R42,TAS2R43,TAS2R46,TAS2R50,TAS2R63P,TAS2R64P,TAS2R7,TAS2R8,TAS2R9,TMEM52B,WBP11,YBX3		8450001	chr12		9291				0
		19676000		0.276338	AEBP2,PLEKHA5,RN7SL459P,RN7SL67P,RNU6-254P,RP11-282K24.1,RP11-282K24.2,RP11-282K24.3,RP11-841C19.1,RP11-841C19.3,RP11-841C19.4,RP11-841C19.6		19027001	chr12		606				+
	OVOS2	31132000		0.148861	ABCC9,ARNTL2,BCAT1,BHLHE41,C12orf71,C12orf77,C2CD5,CAPRIN2,CASC1,CCDC91,CMAS,CTC-465D4.1,DDX11,ERGIC2,ETNK1,FAR2,FGFR1OP2,GOLT1B,GYS2,IAPP,IFLTD1,INTS13,IPO8,ITPR2,KCNJ8,KLHL42,KRAS,LDHB,LRMP,LYRM5,MANSC4,MED21,MIR4302,MIR920,MRPS35,OVCH1,OVCH1-AS1,OVOS2,PDE3A,PPFIBP1,PTHLH,PYROXD1,RASSF8,RECQL,REP15,RF00019,RF00072,RF02271,RN7SKP15,RN7SKP262,RN7SL38P,RNA5SP354,RNA5SP355,RNA5SP356,RNU1-146P,RNU1-149P,RNU4-54P,RNU4-67P,RP11-1060J15.3,RP11-1060J15.4,RP11-1060J15.5,RP11-1060J15.7,RP11-1060J15.9,RP11-1110J8.1,RP11-114G22.1,RP11-125O5.2,RP11-153K16.1,RP11-153K16.2,RP11-155I9.1,RP11-155I9.2,RP11-165P7.1,RP11-268P4.1,RP11-268P4.2,RP11-268P4.4,RP11-268P4.5,RP11-268P4.6,RP11-283G6.3,RP11-283G6.4,RP11-283G6.5,RP11-283G6.6,RP11-284H19.1,RP11-295I5.3,RP11-295I5.4,RP11-310I24.1,RP11-318G8.1,RP11-318G8.2,RP11-318G8.3,RP11-318G8.4,RP11-31A23.1,RP11-359J14.2,RP11-359J14.3,RP11-405A12.1,RP11-405A12.2,RP11-421F16.3,RP11-424C20.2,RP11-425D17.1,RP11-425D17.2,RP11-437F6.1,RP11-443N24.1,RP11-443N24.2,RP11-443N24.3,RP11-443N24.4,RP11-449P1.1,RP11-49G2.3,RP11-49G2.4,RP11-501E24.3,RP11-513G19.1,RP11-545J16.1,RP11-547L9.1,RP11-551L14.4,RP11-551L14.5,RP11-551L14.7,RP11-551L14.8,RP11-582E3.2,RP11-582E3.4,RP11-582E3.5,RP11-582E3.6,RP11-59N23.1,RP11-59N23.3,RP11-612B6.1,RP11-612B6.2,RP11-615I16.1,RP11-615I16.2,RP11-615I16.3,RP11-625L16.1,RP11-625L16.3,RP11-662I13.1,RP11-662I13.2,RP11-662I13.3,RP11-664H17.1,RP11-666F17.1,RP11-666F17.2,RP11-685B13.2,RP11-686N4.1,RP11-707G18.1,RP11-709A23.1,RP11-709A23.2,RP11-713N11.3,RP11-713N11.4,RP11-713N11.6,RP11-729I10.2,RP11-729I10.3,RP11-73M14.1,RP11-776A13.1,RP11-776A13.2,RP11-776A13.3,RP11-776A13.4,RP11-778H2.1,RP11-77I22.2,RP11-77I22.3,RP11-77I22.4,RP11-80N2.2,RP11-84D7.1,RP11-860B13.1,RP11-860B13.3,RP11-874G11.1,RP11-877E17.2,RP11-946L16.1,RP11-946L16.2,RP11-967K21.1,RP11-967K21.2,RP11-977P2.1,RP11-993B23.1,RP11-993B23.3,RP11-996F15.2,RP11-996F15.4,RP11-996F15.5,RP11-996F15.6,RP13-200J3.2,SLCO1A2,SLCO1B1,SLCO1B3,SLCO1B7,SLCO1C1,SMCO2,SOX5,SPX,SSPN,ST8SIA1,STK38L,TM7SF3,TMTC1,TSPAN11		19676001	chr12		10813		33+		0
		33217000		0.261058	AMN1,BICD1,C12orf72,DENND5B,DNM1L,FAM60A,FGD4,H3F3C,KIAA1551,PKP2,RF00019,RF00026,RF00402,RNU5F-4P,RNU6-1069P,RNU6-494P,RNU6-618P,RP11-267D19.1,RP11-267D19.2,RP11-278C7.1,RP11-278C7.2,RP11-278C7.3,RP11-278C7.4,RP11-278C7.5,RP11-428G5.1,RP11-428G5.2,RP11-428G5.4,RP11-428G5.5,RP11-428G5.6,RP11-428G5.7,RP11-467L13.4,RP11-467L13.5,RP11-467L13.7,RP11-50I19.1,RP11-50I19.2,RP11-627K11.1,RP11-627K11.3,RP11-627K11.4,RP11-627K11.5,RP11-627K11.6,RP11-627K11.7,RP11-771K4.1,RP11-771K4.3,RP11-817I4.1,RP11-817I4.2,RP11-820K3.1,RP11-820K3.2,RP11-820K3.3,RP11-820K3.4,RP11-820K3.5,RP11-820K3.6,RP11-843B15.1,RP11-843B15.2,RP11-843B15.3,RP11-843B15.4,RP11-8P13.1,RP11-8P13.5,RP11-956A19.1,STMN1P1,YARS2		31211001	chr12		1664				+
		34676000		0.114161	AK6P1,ALG10,DUX4L27,FAM166AP2,RF00019,RNA5SP357,RNU6-400P,RNU6-472P,RP11-313F23.3,RP11-313F23.4,RP11-438D14.2,RP11-438D14.3,RP11-56H16.1,RP11-847H18.2,RP11-847H18.3,RP13-359K18.1,SYT10,TUBB8P4		33217001	chr12		1379				0
		37417000		0.576060			34676001	chr12		188				+
		37596000		-0.079088	ZNF970P		37419001	chr12		158				0
		37984000		0.397036			37596001	chr12		336				+
	PDZRN4	41473000		0.062344	ABCD2,AC079630.2,AC079630.4,AC084290.2,AK6P2,ALG10B,C12orf40,CLUHP8,CNTN1,CPNE8,FAM166AP9,KIF21A,LRRK2,MUC19,PDZRN4,RF00019,RF00414,RF01518,RNA5SP358,RNA5SP359,RNU6-713P,RP11-115F18.1,RP11-242C24.2,RP11-242C24.3,RP11-266O15.3,RP11-367O10.1,RP11-385G16.1,RP11-396F22.1,RP11-413B19.2,RP11-421H10.2,RP11-476D10.1,RP11-554L12.1,RP11-554L12.2,RP11-554L12.3,RP11-804F13.1,RP11-804F13.2,RPL30P13,SLC2A13,TUBB8P5		37984001	chr12		3325		2-		0
	RP11-386G11.10	49134000	PDZRN4	0.090243	AC073610.5,ADAMTS20,ADCY6,AMIGO2,ANO6,ANP32D,ARF3,ARID2,ASB8,C12orf54,CACNB3,CCDC184,CCDC65,CCNT1,COL2A1,CTD-2024F21.1,DBX2,DDN,DDX23,DHH,ENDOU,FKBP11,GXYLT1,H1FNT,HDAC7,IRAK4,KANSL2,KMT2D,LALBA,LMBR1L,MIR1291,MIR4494,MIR4698,MIR4701,MIR6505,MIR7851,NELL2,OR10AD1,OR11M1P,OR5BJ1P,OR5BK1P,OR5BS1P,OR5BT1P,OR7A19P,OR8S1,OR8S21P,OR8T1P,PCED1B,PDZRN4,PFKM,PPHLN1,PRICKLE1,PRKAG1,PUS7L,RAPGEF3,RF00019,RF00026,RF00090,RF00264,RHEBL1,RN7SL246P,RNA5SP360,RNA5SP361,RND1,RNU6-1203P,RNU6-249P,RNU6-600P,RNU6-940P,RP1-197B17.3,RP1-197B17.4,RP1-197B17.5,RP1-197B17.7,RP1-228P16.1,RP1-228P16.3,RP1-228P16.4,RP1-228P16.5,RP1-228P16.7,RP1-228P16.8,RP1-228P16.9,RP1-90J4.1,RP1-90J4.2,RP1-90J4.3,RP11-101K23.1,RP11-118A3.1,RP11-118A3.2,RP11-139E19.1,RP11-139E19.2,RP11-139E19.3,RP11-19E18.1,RP11-19E18.2,RP11-210N13.1,RP11-23J18.1,RP11-25I15.1,RP11-25I15.2,RP11-25I15.3,RP11-25I15.4,RP11-2A1.1,RP11-302B13.1,RP11-302B13.5,RP11-328C8.2,RP11-328C8.4,RP11-328C8.5,RP11-351C21.2,RP11-352M15.1,RP11-352M15.2,RP11-370I10.10,RP11-370I10.11,RP11-370I10.12,RP11-370I10.2,RP11-370I10.4,RP11-370I10.6,RP11-386G11.10,RP11-386G11.11,RP11-386G11.3,RP11-386G11.5,RP11-386G11.8,RP11-413B19.2,RP11-438E8.2,RP11-440G2.2,RP11-446N19.1,RP11-46I1.1,RP11-46I1.2,RP11-474C8.3,RP11-474C8.4,RP11-474C8.5,RP11-474C8.7,RP11-474C8.8,RP11-474P2.2,RP11-474P2.4,RP11-474P2.5,RP11-474P2.6,RP11-474P2.7,RP11-478B9.1,RP11-478B9.2,RP11-478B9.3,RP11-493L12.2,RP11-493L12.3,RP11-493L12.4,RP11-493L12.5,RP11-493L12.6,RP11-493L12.7,RP11-499A10.3,RP11-510P12.1,RP11-547C5.1,RP11-547C5.2,RP11-579C11.1,RP11-579C11.2,RP11-579D7.1,RP11-579D7.2,RP11-579D7.4,RP11-579D7.8,RP11-609L23.1,RP11-609L23.2,RP11-609L23.3,RP11-618L22.1,RP11-624G19.1,RP11-630C16.1,RP11-630C16.2,RP11-66E20.2,RP11-722P11.1,RP11-722P11.4,RP11-722P11.8,RP11-73B8.1,RP11-73B8.2,RP11-73B8.3,RP11-76E16.2,RP11-89H19.1,RP11-89H19.2,RP11-96H19.1,RP3-432I18.1,RP5-1057I20.2,RP5-1057I20.4,RP5-1057I20.5,RP5-1057I20.6,RPAP3,SCAF11,SENP1,SLC38A1,SLC38A2,SLC38A4,SLC48A1,SNORA2A,SNORA2B,SNORA2C,TMEM106C,TMEM117,TUBA1B,TWF1,VDR,WNT1,WNT10B,YAF2,ZCRB1,ZNF641		41473001	chr12		7186	3+	0-		0
	CELA1	51340000	RP11-386G11.10	0.209830	AQP2,AQP5,AQP6,ASIC1,ATF1,BCDIN3D,BIN2,C1QL4,CELA1,CERS5,COX14,CSRNP2,DAZAP2,DIP2B,DNAJC22,FAIM2,FAM186A,FAM186B,FMNL3,GPD1,HIGD1C,KCNH3,LARP4,LETMD1,LIMA1,MCRS1,METTL7A,MIR1293,NCKAP5L,POU6F1,PRPF40B,PRPH,RACGAP1,RF00017,RF00019,RN7SL519P,RNU6-1093P,RNU6-1273P,RNU6-199P,RNU6-238P,RNU6-769P,RNU6-834P,RNU6-87P,RP11-112N23.1,RP11-133N21.10,RP11-133N21.12,RP11-133N21.6,RP11-133N21.7,RP11-133N21.8,RP11-161H23.10,RP11-161H23.5,RP11-161H23.8,RP11-161H23.9,RP11-386G11.10,RP11-407N8.4,RP11-407N8.5,RP11-407N8.6,RP11-416A17.1,RP11-416A17.6,RP11-454E5.4,RP11-469H8.6,RP11-469H8.8,RP11-60E8.2,RP11-60E8.3,RP11-60E8.4,RP11-70F11.11,RP11-70F11.2,RP11-70F11.4,RP11-70F11.6,RP11-70F11.7,RP11-70F11.8,RP11-977B10.2,RP3-405J10.2,RP3-405J10.3,RP3-405J10.4,RP3-405J10.5,RP4-605O3.4,SLC11A2,SMAGP,SMARCD1,SPATS2,TFCP2,TMBIM6,TMPRSS12,TROAP,TUBA1A,TUBA1C		49135001	chr12		1923	1+	5+		+
	RP1-288H2.5	52096000	CELA1	0.083372	ACVR1B,ACVRL1,ANKRD33,ATG101,CELA1,FIGNL2,GALNT6,GRASP,NR4A1,OR7E47P,RNU6-574P,RP1-288H2.2,RP1-288H2.5,RP11-1100L3.4,RP11-1100L3.7,RP11-1100L3.8,RP11-199A1.1,RP11-607P23.1,RP11-923I11.3,RP11-923I11.4,RP11-923I11.5,RP11-923I11.6,RP11-923I11.8,SCN8A,SLC4A8		51340001	chr12		700	5-	1-		0
	KRT78	52839000	RP1-288H2.5	-0.065654	KRT1,KRT123P,KRT2,KRT3,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT71,KRT72,KRT73,KRT74,KRT75,KRT76,KRT77,KRT78,KRT79,KRT80,KRT81,KRT82,KRT83,KRT84,KRT85,KRT86,LOC283404,OR7E47P,RP1-288H2.2,RP1-288H2.5,RP11-1020M18.10,RP11-153F5.2,RP11-153F5.3,RP11-593B8.3,RP11-641A6.2,RP11-641A6.3,RP11-641A6.4,RP11-641A6.5,RP11-641A6.6,RP11-641A6.7,RP11-641A6.8,RP11-641A6.9,RP11-672I14.1,RP11-845M18.1,RP11-845M18.3,RP11-845M18.6,RP11-845M18.7,RP11-845M18.8,RP3-416H24.1,RP3-416H24.4,RP3-416H24.5,RP3-416H24.7,RP3-416H24.8		52096001	chr12		703	2+	8+		0
	RP11-834C11.3	54075000	KRT78	0.140727	AAAS,AC012531.14,AC012531.16,AC012531.25,AC012531.4,AC012531.5,AMHR2,ATF7,ATP5G2,C12orf10,CALCOCO1,CISTR,CSAD,EIF4B,ESPL1,HOTAIR,HOXC-AS1,HOXC-AS5,HOXC10,HOXC11,HOXC12,HOXC13,HOXC4,HOXC5,HOXC6,HOXC8,HOXC9,IGFBP6,ITGB7,KRT18,KRT78,KRT8,LOC100127976,MAP3K12,MFSD5,MIR196A2,MIR615,MIR6757,NPFF,PCBP2,PCBP2-OT1,PFDN5,PRR13,RARG,RF01905,RF01906,RF02271,RN7SKP289,RNU6-333P,RP11-1136G11.5,RP11-1136G11.6,RP11-1136G11.8,RP11-624J6.2,RP11-680A11.5,RP11-686F15.2,RP11-793H13.10,RP11-793H13.11,RP11-793H13.12,RP11-793H13.3,RP11-793H13.8,RP11-834C11.12,RP11-834C11.14,RP11-834C11.3,RP11-972K6.1,RP11-983P16.2,RP11-983P16.4,RPL7P41,SOAT2,SP1,SP7,SPRYD3,TARBP2,TNS2,ZNF740		52839001	chr12		1082	8-	0-		0
	RP11-834C11.5	54125000	RP11-834C11.3	-0.390062	RF00019,RP11-834C11.3,RP11-834C11.5,RP11-834C11.6,RP11-834C11.7		54076001	chr12		41	1+	1+		-
